RF:all,RF:TFBS,RF:Epi,DeepSEA,CADD
0.6856854536063366,0.6302094873247296,0.606126741006076,0.6634114208375456,0.7084632915767428
0.6810195170832406,0.6957119825634,0.6284999958629728,0.6531110874122181,0.647701630477727
0.5085627499137159,0.5291821985257612,0.4368949846201645,0.561565263342101,0.5487633947873618
0.24814003991095862,0.27632897938387135,0.2831414078124604,0.1829859005356363,0.1887215305170142
0.717001609912833,0.7350595148676229,0.5575176789796197,0.7069075010282454,0.6796290984494078
0.7770177928926344,0.7485342809811946,0.7537617029993452,0.6883414134195651,0.6984928984782581
0.41377574508643034,0.4055081824438178,0.3877239588511755,0.5623968090016731,0.5177251479616959
0.2109740820341186,0.19063290487084847,0.2737394760736275,0.1488560696043386,0.13806547134068653
0.7440230954409244,0.7659405889200137,0.6716867111263061,0.6735636692187406,0.7162716080592628
0.6940919814137068,0.7261602350935508,0.6070795911876776,0.6887836232192565,0.638669982262135
0.4854793193891584,0.5523307094565377,0.418461270811165,0.5043025427551213,0.4644675887510699
0.3302810107698641,0.4145106257690061,0.36406958898482766,0.2219570089288208,0.2156475808509758
0.7723877714401419,0.7407886612933461,0.5681917281654573,0.6436505969334292,0.6685165435471887
0.817534315217902,0.7870024337165367,0.6497854224874939,0.7125769296211704,0.6888950486179027
0.43961730907201507,0.4219508876139979,0.41543975129787686,0.5468666156343513,0.5517842500135249
0.32047187677666,0.31895057437724694,0.3932142865192736,0.1891579339543109,0.1922578605179281
0.7310120947127351,0.7283142485556626,0.6273405395032606,0.6827838927430392,0.6739617635691443
0.7749111142560313,0.8098437127710881,0.7375588981230153,0.6715499979238277,0.6598329979582911
0.5295110513358614,0.5372833170438507,0.536361083435536,0.5683146129829014,0.5276484024621906
0.3465458582463354,0.29552816724341724,0.3140725355263017,0.1705482471077256,0.1616508318329875
0.6999504016012209,0.6796111241612809,0.6559259813598928,0.7103561173232867,0.6995207266082426
0.6431888356334152,0.6699170034771721,0.6042252658553746,0.6085387800975168,0.5856888627843178
0.5057384655350186,0.5252626804239477,0.47141607485263654,0.5896292494357704,0.6181688671795856
0.27406163494429114,0.39424973831772053,0.2291283419495477,0.15231694504923976,0.149987330045265
0.6928240709699255,0.6685995059414453,0.6256588120722866,0.7134538252213629,0.6788293591315333
0.6643465241136798,0.6846486402483832,0.5548151329733084,0.6662468897263938,0.6560309567626673
0.5012666323318101,0.5022348708663367,0.47155263876914455,0.6278980753115422,0.6728003318840271
0.2605373599480723,0.3315030963077032,0.2563759009347781,0.169299854611219,0.16097197440119887
0.6457165061812693,0.615211522467471,0.5973486142380626,0.6731765548294317,0.6627406959534272
0.678270838889784,0.6930279266300884,0.6890643992265038,0.7134784225962345,0.6881905980196414
0.5006522915272479,0.47747553621837385,0.466534768825508,0.5814310238293923,0.5973412719134199
0.24361648824341475,0.23657136458708242,0.30092938014066795,0.1632278081842066,0.16252446671878576
0.7467158096721204,0.6469304829835303,0.7706331458077614,0.6535118847914436,0.6673076961751551
