RF:all,RF:TFBS,RF:Epi,DeepSEA,CADD
0.642653721682848,0.7228478964401295,0.4308090614886731,0.5924919093851132,0.6583171521035598
0.6966292134831462,0.6589284056086917,0.6936112916705358,0.658835546475996,0.6725786981149595
0.5559821428571429,0.5609821428571429,0.5259821428571428,0.6051785714285715,0.6173214285714287
0.6102212051868803,0.6151792524790236,0.562929061784897,0.2456140350877193,0.2852784134248665
0.6705771305285868,0.719457928802589,0.5765911542610572,0.6256742179072277,0.6038295577130529
0.6706968676665647,0.6490154065911641,0.6043771043771045,0.578104275073972,0.6134578104275075
0.5506211180124223,0.5157608695652174,0.5378881987577641,0.6024844720496895,0.6081521739130435
0.6087461300309598,0.5642414860681115,0.6041021671826625,0.2763157894736842,0.33049535603715163
0.6649369490012276,0.7029349402968419,0.5478741211918313,0.598984488338355,0.6013837741323512
0.7361032491792143,0.7418204460545681,0.5565493037473114,0.6091927997282917,0.6357975772670665
0.49383116883116884,0.48839285714285713,0.41103896103896104,0.6652597402597402,0.6862824675324675
0.654251012145749,0.5834008097165991,0.620242914979757,0.31336032388663965,0.40040485829959516
0.7127309740056373,0.7793611024115252,0.5248199185718759,0.6110241152521141,0.667319135609145
0.6636953955135773,0.6691263282172373,0.6033057851239669,0.544391971664699,0.5840613931523022
0.5192787794729542,0.5147018030513177,0.5830097087378641,0.5966712898751735,0.6000693481276007
0.6120107962213225,0.6261808367071525,0.5985155195681512,0.2786774628879892,0.3130904183535762
0.6343263731879238,0.68253757148557,0.5121691714323713,0.5766724298443943,0.6020747439819124
0.6994855793557092,0.6655844155844156,0.49283184348119413,0.6030527913644796,0.6369117895091921
0.5525,0.5458035714285715,0.4563392857142857,0.6144642857142858,0.6196428571428572
0.6396434634974533,0.6141765704584041,0.6409168081494058,0.25042444821731746,0.2724957555178268
0.6976341926124316,0.7304988282557751,0.5686307331771008,0.6320723133578842,0.6422832273183796
0.7398572501878288,0.7002253944402704,0.6639744552967694,0.6331079388930627,0.6318557475582269
0.5403571428571429,0.5532142857142858,0.5025714285714286,0.5792857142857143,0.6011428571428571
0.6464912280701754,0.6052631578947368,0.6473684210526316,0.3684210526315789,0.368421052631579
0.6641543178334185,0.7448901379662749,0.49188809402146133,0.5882728666326009,0.6228283086356668
0.7174232989924149,0.7163477867089325,0.6511377787841051,0.6107777651986869,0.6149099966036454
0.5388349514563107,0.5306518723994452,0.4760055478502081,0.5819694868238556,0.6203190013869626
0.6048317515099224,0.5957722174288179,0.5746333045729077,0.27782571182053495,0.30198446937014667
0.6896799712333693,0.7594989811818291,0.5162411602541053,0.5940309241280115,0.5569938870909744
0.706286563283499,0.6670535797195655,0.5255362614913177,0.7045222397622807,0.7281548890333365
0.5671814671814672,0.5371621621621623,0.558976833976834,0.6164092664092664,0.6345559845559846
0.6273836765827612,0.6338672768878718,0.5957284515636919,0.23646071700991608,0.2860411899313501
0.6831793192186221,0.7410223417943619,0.5185401801380278,0.6213592233009709,0.6138729675985495
0.679279811097993,0.6559031877213696,0.5338252656434475,0.5871310507674143,0.6373671782762691
0.5416396103896104,0.5962662337662337,0.5314123376623376,0.6137987012987013,0.6372564935064935
0.6169590643274854,0.6366959064327485,0.6747076023391813,0.30190058479532167,0.32456140350877194
0.6295201913606304,0.654917686787674,0.5194878289010835,0.6202335725341213,0.6104544814971155
0.6469344608879493,0.6318950605419951,0.5547280415145108,0.605708245243129,0.6472227561022487
0.46412872841444275,0.4554945054945055,0.5094976452119309,0.6098901098901099,0.6122448979591837
0.5754124116260801,0.5706991358994501,0.622152395915161,0.26865671641791045,0.28122545168892377
0.7036012643937684,0.7131971099571008,0.6148114698577557,0.6022804244750508,0.616279069767442
0.7127145581691036,0.6920534011443102,0.6485060394151303,0.6143674507310871,0.6123966942148761
0.5404201680672269,0.556218487394958,0.515126050420168,0.5773109243697478,0.5717647058823531
0.6797676008202325,0.6968557758031442,0.6158578263841421,0.26247436773752564,0.27682843472317153
0.6754788769351876,0.658619784833377,0.5713067436368408,0.6149960640251904,0.6126344791393334
0.6711924439197167,0.6483846731780616,0.5158849415047763,0.6321777396157562,0.6514435977245894
0.5761904761904763,0.545798319327731,0.5533613445378152,0.5878151260504202,0.6060224089635855
0.5359649122807018,0.5587719298245614,0.5359649122807018,0.30087719298245613,0.3767543859649123
0.7125071387778412,0.7613363792118789,0.5781267846944603,0.6307252998286693,0.6573386636207881
0.7239370705964354,0.6946131633973912,0.5209100866275017,0.5989246241163,0.6218759334860102
0.5446428571428572,0.5381802721088436,0.5370748299319729,0.5510204081632654,0.5885204081632655
0.6410698878343399,0.6009490940465919,0.6229508196721311,0.271786022433132,0.28904227782571185
0.6818181818181818,0.6925986634724499,0.5763459841129743,0.5934938847560207,0.5916656159374606
0.6904534859080314,0.6685738503920322,0.5954121635939819,0.5572155117609663,0.5433354524263615
0.5671875,0.5640625,0.5480654761904762,0.5791666666666666,0.6030505952380951
0.5768251273344652,0.5449915110356536,0.6587436332767402,0.30390492359932086,0.33701188455008485
0.6576093809103518,0.6976421636615812,0.5293153448493254,0.6028243601059136,0.6156852855881982
0.7094493677188092,0.7150253908194764,0.5234989544956687,0.6000199143682167,0.616001194862093
0.520935960591133,0.5164203612479474,0.5276683087027915,0.5875205254515599,0.6045977011494252
0.6212121212121212,0.604066985645933,0.5247208931419458,0.3070175438596491,0.2886762360446571
0.6248768819473759,0.7076825664837485,0.45441114394259186,0.6302237230899114,0.5996904460391163
0.6345522472546133,0.6256651194384695,0.5187931620061135,0.6073814106192686,0.6032491792143101
0.46244477172312226,0.4861561119293078,0.4426362297496318,0.6503681885125184,0.662739322533137
0.5309388335704125,0.5565433854907539,0.5828591749644382,0.23186344238975817,0.2980085348506401
0.6203039257070494,0.6827071900942733,0.5,0.5670465738004784,0.6147460250457295
0.6763274085814559,0.6483640892109136,0.48879202988792025,0.5761349484886223,0.6037586324012226
0.5640816326530611,0.5664625850340137,0.5508163265306122,0.5987755102040816,0.605374149659864
0.5773524720893142,0.5873205741626795,0.5127591706539075,0.2503987240829346,0.32974481658692184
0.6510633379565418,0.7257859454461395,0.44989597780859913,0.6629680998613038,0.6629103097549699
0.6758166076347895,0.6187524596615506,0.5904663518299882,0.6090121999212909,0.5982388823297915
0.439010989010989,0.4706959706959707,0.4600732600732601,0.6109890109890109,0.6483516483516484
0.5223880597014925,0.5274941084053417,0.525923016496465,0.2678711704634721,0.2996857816182247
0.6821775312066574,0.7235783633841887,0.519625520110957,0.6052704576976422,0.600624133148405
0.7028824833702882,0.6966841362628502,0.6735033259423504,0.595948397500504,0.6029530336625681
0.5412020905923345,0.5352787456445992,0.519163763066202,0.5846689895470383,0.6051393728222997
0.6465689540306462,0.6229180546302465,0.6705529646902065,0.25049966688874087,0.2684876748834111
0.6687029562561362,0.6872477364459474,0.5428166248500055,0.5752154467110286,0.6115959419657466
0.7000732294173031,0.7191128779161001,0.595512082853855,0.590961397635736,0.6166963071450989
0.45671768707482985,0.47797619047619044,0.4966836734693878,0.6391156462585035,0.644047619047619
0.588869715271786,0.5327868852459017,0.6069887834339948,0.2804141501294219,0.29249352890422775
0.6904054825813822,0.7647058823529412,0.5637350085665335,0.6523700742432895,0.6479154768703598
0.6287134241679697,0.6358610676792495,0.5122291713200804,0.6257538530265803,0.5891780209962029
0.527787456445993,0.5122822299651568,0.5472996515679442,0.6411149825783973,0.6613240418118468
0.7090643274853801,0.7203947368421053,0.6652046783625731,0.2821637426900585,0.29678362573099415
0.7243073644328676,0.7642079090693819,0.6175704475491357,0.614136869524035,0.6061449206725077
0.78364060182242,0.7451790633608815,0.6251324433142615,0.5833863106590379,0.6470120788302607
0.46693418940609954,0.5029695024077045,0.4999197431781702,0.6211878009630819,0.6377207062600321
0.6990131578947368,0.6591282894736842,0.7125822368421053,0.3207236842105263,0.3133223684210526
0.6305078416728902,0.7071819765994524,0.542942494398805,0.6164426188698033,0.648369429922828
0.7081901755037608,0.6786145417401801,0.5539975856625499,0.6020986163989228,0.6379422416194633
0.5220099667774086,0.5404485049833886,0.5193521594684385,0.5674418604651162,0.5829734219269103
0.5916666666666667,0.5986842105263158,0.5815789473684211,0.31491228070175437,0.3048245614035088
0.6971413160733549,0.7797330097087378,0.44478155339805825,0.5918284789644012,0.591356526429342
0.6813640904549996,0.662065207519753,0.577331759149941,0.678049223503769,0.6699663972391244
0.5133928571428571,0.5083035714285714,0.5317857142857143,0.5769642857142857,0.6096428571428572
0.5988721804511279,0.5650375939849624,0.6112781954887218,0.2556390977443609,0.23909774436090225
0.7062791577354685,0.740574959021561,0.5427436641028874,0.6064808977430338,0.6195309544824108
0.690325717063685,0.6838599902771025,0.4903743315508022,0.5440933398152649,0.5703451628585319
0.5784033613445378,0.5894117647058823,0.5345378151260505,0.641344537815126,0.6452100840336135
0.5502392344497608,0.5526315789473684,0.5438596491228069,0.29186602870813394,0.33931419457735246
0.6810187139439989,0.7720557197129589,0.4958491627972421,0.656254397073308,0.6551990994793865
0.7114624505928854,0.6570247933884297,0.635165888130315,0.6330099413103365,0.6298957959037012
0.5359285714285714,0.5058571428571429,0.5400714285714285,0.6428571428571429,0.6435
0.6175438596491228,0.6056140350877193,0.6792982456140352,0.2736842105263158,0.3221052631578948
0.6607335490830636,0.6909984418075032,0.5403931439530145,0.6280714371329258,0.6322665707778976
0.7064417525189629,0.6927431223819768,0.5706441752518963,0.5718328993546927,0.5820219630929468
0.4589285714285714,0.4663690476190476,0.5282738095238095,0.6008928571428571,0.6321428571428572
0.6257309941520468,0.6340852130325814,0.7017543859649124,0.29156223893066,0.2907268170426065
0.6471352386161631,0.7055927799808561,0.4843429509093395,0.6035826610146315,0.618624367564611
0.6641513953766918,0.6530123368068032,0.6518744759851479,0.6198347107438017,0.6443286621152234
0.5659711075441413,0.5217495987158908,0.5861155698234349,0.5662921348314608,0.6
0.6109022556390977,0.6231203007518797,0.6484962406015038,0.24561403508771928,0.2612781954887218
0.6220783890686804,0.6393383674937073,0.5158815773702505,0.618482560230133,0.6306484478005514
0.6540093812821086,0.6704266249720795,0.5078177350904625,0.6120169756533393,0.5776189412553049
0.605836236933798,0.5593205574912893,0.5542682926829269,0.5721254355400697,0.5965156794425088
0.5734072022160664,0.5761772853185596,0.550207756232687,0.26662049861495846,0.32548476454293623
0.6913674113931455,0.7300269037314306,0.5504737396186689,0.5889577728389285,0.6191952275119895
0.754463830221406,0.7324762779308235,0.5620344862769104,0.612692582389552,0.6393735333129272
