RF:all,RF:TFBS,RF:Epi,DeepSEA,CADD,LS-GKM
0.5984509654194393,0.6481400676339042,0.4678738954947093,0.5655067088469511,0.6179229846187411,0.6393585687793171
0.6330683125849984,0.6673292185375039,0.5058060466576002,0.5624019248875405,0.591013704362381,0.6016319698713255
0.5106639839034205,0.5110663983903421,0.541046277665996,0.5668008048289739,0.5715291750503019,0.56841046277666
0.6266002844950214,0.6536273115220483,0.6714082503556188,0.2908961593172119,0.32930298719772405,0.5945945945945945
0.6241665691893789,0.6184349046672125,0.5559129722774593,0.6007720201193122,0.6300736928295707,0.6660428120247983
0.6316093486181463,0.6162801030836221,0.4897805029769839,0.5681151692881898,0.6282769039367279,0.6592019905802897
0.5750440917107584,0.5494708994708996,0.5805114638447972,0.5982363315696649,0.5901234567901235,0.6679012345679012
0.6865601503759398,0.6489661654135339,0.46757518796992475,0.3026315789473684,0.3609022556390977,0.7603383458646616
0.6298152207954901,0.6387409959285938,0.524819918571876,0.5604447228311933,0.5627936110241152,0.6539304729094895
0.6588922441195169,0.6110139860139859,0.5309917355371901,0.5870947234583598,0.6165766052129689,0.6248410680228862
0.6146915584415585,0.5633928571428571,0.6211850649350649,0.5262987012987013,0.558198051948052,0.6163961038961039
0.5388046387154326,0.5343443354148082,0.4915254237288136,0.28278322925958965,0.3416592328278323,0.6592328278322925
0.6421636615811372,0.6647963686798638,0.5548480645568024,0.5805068717690077,0.5592611272222923,0.7337031900138696
0.5960232386875052,0.5757712134849848,0.5046641027739137,0.5683659275018411,0.6130022093118404,0.6104246788315195
0.5518315018315019,0.5295787545787546,0.6386446886446887,0.5426739926739927,0.5468864468864469,0.6386446886446886
0.6458910433979685,0.6061865189289012,0.6454293628808864,0.27977839335180055,0.30932594644506,0.6426592797783934
0.6095619778731091,0.609449085572364,0.5701061187627003,0.5841612102054641,0.5826936102957778,0.596297132535561
0.5970852217186526,0.6020616724429042,0.44832489114014046,0.5775348795876656,0.5687816582244735,0.6299653425753132
0.5414502164502164,0.5471861471861471,0.5816017316017317,0.5777056277056276,0.598917748917749,0.6093073593073592
0.5700464396284829,0.6048761609907122,0.5139318885448916,0.3103715170278638,0.33049535603715163,0.6439628482972136
0.5289345937659683,0.5362800204394481,0.4406617271333674,0.5864844149207972,0.6108201328564128,0.6638988247317322
0.6011181332036947,0.6233349538162373,0.49387457462323775,0.5848322800194458,0.5661157024793387,0.6137092853670394
0.5404761904761906,0.5314814814814814,0.6344797178130512,0.5416225749559084,0.504673721340388,0.6239858906525574
0.6141586360266864,0.6338028169014084,0.5915492957746479,0.28465530022238694,0.2868791697553743,0.6812453669384729
0.5548220064724919,0.5602588996763753,0.5519741100323625,0.5783818770226538,0.6036893203883495,0.694368932038835
0.6242129083038174,0.5856946084218811,0.38292011019283745,0.5909090909090908,0.6253443526170799,0.5776269185360094
0.45533562822719453,0.4388123924268502,0.5514629948364889,0.5802065404475042,0.5652323580034424,0.6428571428571428
0.6356560415122313,0.6019273535952557,0.5963676797627873,0.21645663454410674,0.301704966641957,0.631578947368421
0.6232470334412082,0.6170442286947142,0.45125404530744334,0.5703883495145631,0.6117179072276159,0.6437432578209278
0.6393089502373834,0.6401002285915245,0.4342799366977317,0.5863372604184982,0.6109548092139968,0.7075786882363285
0.554130808950086,0.5409638554216867,0.5166092943201377,0.5858864027538726,0.6075731497418244,0.6777969018932873
0.6007401315789473,0.5838815789473684,0.623766447368421,0.22861842105263158,0.2261513157894737,0.5945723684210527
0.6370720490546756,0.6458865610628512,0.5624680633622893,0.5668753193663771,0.5776699029126213,0.6741185487991824
0.684349173553719,0.6678202479338843,0.544059917355372,0.5295454545454545,0.5785123966942148,0.6402892561983471
0.5490079365079366,0.5188492063492063,0.6106150793650793,0.535515873015873,0.5293650793650794,0.5865079365079365
0.6631578947368422,0.6458204334365325,0.6167182662538699,0.27492260061919505,0.29071207430340557,0.708359133126935
0.6402695261556297,0.650123170554992,0.5509346471525867,0.5442689465294884,0.5312273583538618,0.6961309955078974
0.6323772484200292,0.642586290714633,0.552843947496354,0.5725814292659213,0.5774428779776374,0.597569275644142
0.5833065810593899,0.5642054574638844,0.556099518459069,0.621669341894061,0.6270465489566612,0.6041733547351524
0.5515350877192983,0.5471491228070176,0.5113304093567251,0.2843567251461988,0.2891081871345029,0.6469298245614035
0.5947950377562028,0.6104368932038834,0.5798948220064726,0.5782092772384034,0.5761866235167206,0.654935275080906
0.6050695424309616,0.6194819592824027,0.4494557548881274,0.6149969764160451,0.6440737754484982,0.6252771618625278
0.5313953488372093,0.5103820598006645,0.5372093023255815,0.5657807308970101,0.5559800664451827,0.6247508305647841
0.5825522710886806,0.6146359048305696,0.55155010814708,0.27180966113914923,0.3179524152847873,0.6582552271088681
