RF:all,RF:TFBS,RF:Epi,DeepSEA,CADD
0.7700131598984709,0.7152498912721461,0.7146997951881076,0.6552158091356266,0.6865607523377995
0.8455887118607712,0.826613938897379,0.8399695265014882,0.7441985111413714,0.7604160989245732
0.5487526145949204,0.4367778345458756,0.47143352311639886,0.5228768981720423,0.5338082439026709
0.5642296500295203,0.40241311442432953,0.6309297387944113,0.2371448642606336,0.24354349860215932
0.7998496782100584,0.764944121737492,0.721748896077709,0.6630030456209488,0.6953611549703209
0.7879926302424416,0.7585090047753585,0.8609421438476643,0.7478928103382754,0.7057403309672717
0.5441558972490774,0.49053851326862186,0.4910516101786331,0.5624582325537084,0.5573190396860952
0.562345713558227,0.4469623848136978,0.6241968280529067,0.24492685093984756,0.2120537272904071
0.7302192340856427,0.6803341692705758,0.6644352993869896,0.6911869920704542,0.649337893581746
0.8227761403229709,0.7362696341022184,0.8249965206964989,0.737251925725734,0.7374315810570905
0.5962469083002356,0.5480255615643841,0.5501083793345254,0.5239827703344597,0.5606486122144665
0.5929613329256265,0.442486336360572,0.5632639369910537,0.24587956978007416,0.24212880675033188
0.8064326176871661,0.7524456842693007,0.7020881164402514,0.7030476472226211,0.7022405915485197
0.8650662389659498,0.8046756320185665,0.8674334906951122,0.7006618101089513,0.7271117118502024
0.5864767433388791,0.527916943738218,0.5286494492574916,0.554743339461673,0.5680075364045507
0.5352917060513159,0.35914566927460373,0.535323444009923,0.20998878735850593,0.19899299735962112
0.7230405725662443,0.7252797717984749,0.6363944268653028,0.6551674260575314,0.6777980980974674
0.8016547822860393,0.8161584225372106,0.820172930407363,0.7643133981184779,0.7181068076509556
0.49520736802453813,0.4656916467826887,0.4413524500579764,0.5093665240862435,0.5484501112033505
0.6122883536094772,0.49598343446335136,0.6114734089304319,0.2092464273456451,0.22160961205187868
0.7790723310724756,0.7070279453925803,0.7498940817426256,0.7255800737077222,0.7188596733529918
0.7736911800222741,0.7374268463382043,0.805624081761372,0.6633611375545361,0.6649071966652733
0.5520830574006353,0.5023089300426617,0.5278580879570508,0.5220765825277957,0.5730606265837674
0.3911294526564961,0.3830706756922096,0.47583543818197394,0.2162699441946634,0.18884759915316157
0.8192775392841878,0.7961490411158505,0.7316676496496811,0.6577924045589396,0.7222202516912833
0.7772104026838821,0.7898215991039303,0.834686332850848,0.6954937826114774,0.7278964079422097
0.5228101166616694,0.49125526812480225,0.437561064304176,0.510687713496051,0.5346848395201088
0.47655227160512087,0.3383621623092435,0.4932469758443361,0.214841554771707,0.21069622462530166
0.8189873474785336,0.7330175867809524,0.7596591445500406,0.746786965408818,0.7202027112476722
0.8509128253830807,0.809026862242666,0.8663199182141137,0.7474728183864678,0.7727242550340634
0.5572341012308455,0.477798034647024,0.48460760115272866,0.5283420222654597,0.5015043047086112
0.4771691248506289,0.3680113283809894,0.42836746938588227,0.23364671633262618,0.21657830421433075
0.7639647155146159,0.7526894384505451,0.6852685817285823,0.7066203839840308,0.6851705561990639
