RF:all,RF:TFBS,RF:Epi,DeepSEA,CADD,LS-GKM
0.6163648068764935,0.6416245551997872,0.5221243585234501,0.6454982645716989,0.6738292255207394,0.6540265967676412
0.6634106260415088,0.7181510319530111,0.6343889538048977,0.6205088465481134,0.6388362797966989,0.6532614422298159
0.516629700463007,0.5012266648638588,0.5098203091155994,0.5519994608460651,0.5413755297649513,0.5273392469852882
0.26042019495947644,0.3145409020832214,0.34511843628969596,0.16199746853315747,0.1612166467702828,0.5457960226654849
0.6782814178082119,0.6442481870673411,0.6439910827762225,0.6683574937632344,0.6937156520476034,0.6956720364480893
0.6576538568067813,0.6354561707948435,0.5907345637921606,0.5981863252909071,0.6319595797478517,0.6377493753239817
0.5374740162964452,0.5365511329771121,0.5516982913448191,0.594675163071546,0.5436625928485783,0.5405764037869959
0.40924612357795387,0.3735064039131128,0.32017086764242464,0.21283795186271431,0.20479376256822346,0.5662751703277886
0.762200765389911,0.7441220880174311,0.6998557678364201,0.6541484039767336,0.6780724346894353,0.7106417936002498
0.6742222608761974,0.6371256114904522,0.6430763645382718,0.6092362624925421,0.5832738194411916,0.5965742859561282
0.5522778326451155,0.4941086140883619,0.5317632202976755,0.5204770285381891,0.4755350886503601,0.48320323670311316
0.26994711150266004,0.2613311126322536,0.37973331500036533,0.1836864210794828,0.18862379180719518,0.5964977880817981
0.7142624348168589,0.7006846213682896,0.6446356421771388,0.6403735601270321,0.6425712830984404,0.7429548419884977
0.5843994856883871,0.5878333137209566,0.6048024083140722,0.5899547589587376,0.5994099939724911,0.5897180236633134
0.4848491443736403,0.47719171857796383,0.5725207639306917,0.5468847938945061,0.5241124977502812,0.5290000867517316
0.33731972208169947,0.3293404689338976,0.3575631585245724,0.19548243346564648,0.19190789212556586,0.5936817821119351
0.6477287229686655,0.6226815951314499,0.6362553906468977,0.6374322011788541,0.6199726707512411,0.6128846296306628
0.6204841994741139,0.6245746580681752,0.5915604917111298,0.6169694392789714,0.5824934920883692,0.6378382754790209
0.5574269820509625,0.5963987459706058,0.5897295531029648,0.6187588987994613,0.5958313728102956,0.5746965027697426
